id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
1,0.0,0.4,0.625,0.5,0.3333333333333333,0.45917655268667135,0.37423312883435583,0.11842105263157894,0.32222222222222224,0.6170212765957447,0.37735849056603776,0.0
2,0.012658227848101266,0.2,0.125,0.6666666666666666,0.09090909090909091,0.5073272854152129,0.2883435582822086,0.3078947368421053,0.34444444444444444,0.5957446808510638,0.3977987421383648,0.0
3,0.02531645569620253,1.0,0.625,0.5,0.0,0.025819958129797628,0.04754601226993865,0.1394736842105263,0.0375,0.2765957446808511,0.0330188679245283,0.0
4,0.0379746835443038,0.2,0.125,0.6666666666666666,0.12121212121212122,0.3272854152128402,0.2929447852760736,0.29473684210526313,0.3416666666666667,0.5319148936170213,0.3789308176100629,0.0
5,0.05063291139240506,0.2,0.125,0.6666666666666666,0.09090909090909091,0.159804605722261,0.200920245398773,0.22894736842105262,0.22361111111111112,0.40425531914893614,0.22955974842767296,0.0
6,0.06329113924050633,0.2,0.125,0.6666666666666666,0.09090909090909091,0.22679692951849267,0.13496932515337423,0.21578947368421053,0.15694444444444444,0.7021276595744681,0.20440251572327045,0.0
7,0.0759493670886076,0.6,0.25,0.5,0.24242424242424243,0.2016748080949058,0.1687116564417178,0.09210526315789473,0.12222222222222222,0.425531914893617,0.13050314465408805,0.5
8,0.08860759493670886,0.4,0.375,0.16666666666666666,0.36363636363636365,0.33565945568736916,0.2714723926380368,0.11842105263157894,0.22916666666666666,0.425531914893617,0.2389937106918239,0.0
9,0.10126582278481013,0.8,0.25,0.5,0.3333333333333333,0.7285415212840195,0.25,0.2131578947368421,0.25972222222222224,0.5319148936170213,0.2908805031446541,0.0
10,0.11392405063291139,0.8,0.625,0.16666666666666666,0.09090909090909091,0.1870202372644801,0.1058282208588957,0.08157894736842106,0.059722222222222225,0.40425531914893614,0.06446540880503145,0.0
11,0.12658227848101267,1.0,0.25,0.3333333333333333,0.6060606060606061,0.35101186322400557,0.24233128834355827,0.24210526315789474,0.26805555555555555,0.40425531914893614,0.2751572327044025,0.0
12,0.13924050632911392,0.6,0.25,0.3333333333333333,0.48484848484848486,0.8478715980460573,0.21012269938650308,0.27631578947368424,0.2569444444444444,0.7446808510638298,0.32861635220125784,0.0
13,0.1518987341772152,0.4,0.25,0.3333333333333333,0.06060606060606061,0.17306350314026517,0.03680981595092025,0.17105263157894737,0.044444444444444446,0.2978723404255319,0.040880503144654086,0.0
14,0.16455696202531644,0.8,0.625,0.5,0.21212121212121213,0.3614794138171668,0.23466257668711657,0.14210526315789473,0.20833333333333334,0.574468085106383,0.24213836477987422,0.0
15,0.17721518987341772,1.0,0.625,0.5,0.24242424242424243,0.44173063503140264,0.3282208588957055,0.3,0.3763888888888889,0.48936170212765956,0.4056603773584906,0.0
16,0.189873417721519,0.8,0.375,0.5,0.21212121212121213,0.10676901605024425,0.1687116564417178,0.10789473684210527,0.13055555555555556,0.44680851063829785,0.14150943396226415,0.5
17,0.20253164556962025,1.0,0.5,0.5,0.21212121212121213,0.26378227494766227,0.0736196319018405,0.09473684210526316,0.0375,0.8085106382978723,0.07232704402515723,0.0
18,0.21518987341772153,1.0,0.625,0.6666666666666666,0.3939393939393939,0.2882065596650384,0.09049079754601227,0.8131578947368421,0.43194444444444446,0.3191489361702128,0.41509433962264153,0.5
19,0.22784810126582278,0.8,0.625,0.8333333333333334,0.3939393939393939,0.3935799023028611,0.0,0.9973684210526316,0.44722222222222224,0.3404255319148936,0.4371069182389937,0.5
20,0.24050632911392406,1.0,0.375,0.6666666666666666,0.12121212121212122,0.02930914166085136,0.07515337423312883,0.07105263157894737,0.02638888888888889,0.5106382978723404,0.03773584905660377,0.0
22,0.26582278481012656,0.6,0.625,0.5,0.5151515151515151,0.4619678995115143,0.12116564417177914,0.42894736842105263,0.2569444444444444,0.6170212765957447,0.30345911949685533,0.0
23,0.27848101265822783,0.6,0.625,0.6666666666666666,0.12121212121212122,0.5212840195394278,0.455521472392638,0.32894736842105265,0.5069444444444444,0.6808510638297872,0.6053459119496856,0.0
24,0.2911392405063291,1.0,0.25,0.8333333333333334,0.5757575757575758,1.0,0.45245398773006135,0.1868421052631579,0.42916666666666664,0.723404255319149,0.5267295597484277,0.0
25,0.3037974683544304,0.4,0.625,0.6666666666666666,0.21212121212121213,0.34263782274947663,0.12269938650306748,0.5078947368421053,0.3,0.5957446808510638,0.3474842767295597,0.0
26,0.31645569620253167,1.0,0.25,0.5,0.3939393939393939,0.26099092812281927,0.11809815950920245,0.5868421052631579,0.3375,0.5957446808510638,0.389937106918239,0.0
27,0.3291139240506329,0.6,0.125,0.6666666666666666,0.15151515151515152,0.29867411025819957,0.0950920245398773,0.6,0.3236111111111111,0.6808510638297872,0.39308176100628933,0.0
28,0.34177215189873417,0.8,0.25,0.5,0.3939393939393939,0.371946964410328,0.21319018404907975,0.8342105263157895,0.5541666666666667,0.723404255319149,0.6745283018867925,0.0
29,0.35443037974683544,1.0,0.625,0.5,0.45454545454545453,0.6685275645498954,0.16411042944785276,0.42894736842105263,0.29583333333333334,0.46808510638297873,0.3160377358490566,0.0
30,0.3670886075949367,1.0,0.25,0.5,0.3939393939393939,0.33914863921842286,0.254601226993865,0.7105263157894737,0.5263888888888889,0.6808510638297872,0.6273584905660378,0.0
31,0.379746835443038,1.0,0.5,0.6666666666666666,0.15151515151515152,0.33705512909979063,0.10736196319018405,0.31842105263157894,0.18611111111111112,0.46808510638297873,0.20125786163522014,0.0
32,0.3924050632911392,0.4,0.25,0.6666666666666666,0.24242424242424243,0.016349317116937493,0.2085889570552147,0.08157894736842106,0.1527777777777778,0.46808510638297873,0.16666666666666666,1.0
33,0.4050632911392405,1.0,0.625,0.8333333333333334,0.24242424242424243,0.18771807397069085,0.25306748466257667,0.1868421052631579,0.24861111111111112,0.7659574468085106,0.3223270440251572,1.0
34,0.4177215189873418,0.4,0.25,0.5,0.12121212121212122,0.584089323098395,0.2837423312883436,0.22105263157894736,0.29444444444444445,0.6382978723404256,0.35062893081761004,0.0
35,0.43037974683544306,0.6,0.375,1.0,0.06060606060606061,0.0104675505931612,0.1794478527607362,0.11052631578947368,0.14166666666666666,0.7021276595744681,0.18553459119496854,1.0
36,0.4430379746835443,0.4,0.5,0.6666666666666666,0.48484848484848486,0.8562456385205862,0.4723926380368098,0.29473684210526313,0.5041666666666667,0.6170212765957447,0.5817610062893082,0.5
37,0.45569620253164556,0.6,0.625,0.8333333333333334,0.30303030303030304,0.08862526168876483,0.4294478527607362,0.2131578947368421,0.4222222222222222,0.48936170212765956,0.45440251572327045,1.0
38,0.46835443037974683,0.0,0.0,0.8333333333333334,0.21212121212121213,0.5359385903698535,0.38496932515337423,0.3605263157894737,0.4597222222222222,0.40425531914893614,0.46855345911949686,0.0
39,0.4810126582278481,0.4,0.625,1.0,0.09090909090909091,0.030006978367062107,0.2285276073619632,0.1368421052631579,0.2,0.2765957446808511,0.18553459119496854,1.0
40,0.4936708860759494,0.8,0.5,1.0,0.45454545454545453,0.7480809490579204,0.4493865030674847,0.3631578947368421,0.5194444444444445,1.0,0.7248427672955975,0.5
41,0.5063291139240507,0.4,0.25,0.8333333333333334,0.24242424242424243,0.4061409630146546,0.6779141104294478,0.10789473684210527,0.5916666666666667,0.48936170212765956,0.6320754716981132,0.0
42,0.5189873417721519,0.6,0.625,0.8333333333333334,1.0,0.18004187020237264,1.0,0.32894736842105265,1.0,0.3829787234042553,1.0,1.0
43,0.5316455696202531,0.4,0.25,1.0,0.2727272727272727,0.16229687967301365,0.0843558282208589,0.12368421052631579,0.0625,0.425531914893617,0.06918238993710692,0.0
45,0.5569620253164557,0.6,0.25,0.6666666666666666,0.5151515151515151,0.6133984647592463,0.26533742331288346,0.3131578947368421,0.3263888888888889,0.6382978723404256,0.3867924528301887,0.0
47,0.5822784810126582,0.6,0.375,1.0,0.24242424242424243,0.34473133286810886,0.3726993865030675,0.0,0.25833333333333336,0.48936170212765956,0.28144654088050314,0.0
49,0.6075949367088608,0.6,0.5,0.5,0.21212121212121213,0.1779483600837404,0.14877300613496933,0.08421052631578947,0.1,0.02127659574468085,0.06446540880503145,0.0
50,0.620253164556962,0.8,0.5,0.5,0.24242424242424243,0.5254710397766923,0.1334355828220859,0.2657894736842105,0.18194444444444444,0.5106382978723404,0.20440251572327045,0.0
51,0.6329113924050633,0.6,0.5,0.5,0.18181818181818182,0.2435450104675506,0.16411042944785276,0.17105263157894737,0.1597222222222222,0.2765957446808511,0.14779874213836477,0.0
52,0.6455696202531646,0.8,0.5,0.5,0.15151515151515152,0.25819958129797627,0.11809815950920245,0.11052631578947368,0.08611111111111111,0.574468085106383,0.10849056603773585,0.0
54,0.6708860759493671,0.4,0.25,0.8333333333333334,0.3333333333333333,0.2030704815073273,0.07975460122699386,0.23421052631578948,0.11666666666666667,0.2765957446808511,0.1069182389937107,0.0
55,0.6835443037974683,0.4,0.5,0.6666666666666666,0.3333333333333333,0.3091416608513608,0.18865030674846625,0.21578947368421053,0.20555555555555555,0.0,0.14622641509433962,0.5
56,0.6962025316455697,0.8,1.0,0.6666666666666666,0.36363636363636365,0.7662247034193999,0.05521472392638037,1.0,0.4986111111111111,0.23404255319148937,0.4528301886792453,0.5
57,0.7088607594936709,0.4,0.25,0.6666666666666666,0.3333333333333333,0.2721563154221912,0.0705521472392638,0.27631578947368424,0.13055555555555556,0.14893617021276595,0.10534591194968554,0.5
58,0.7215189873417721,0.4,0.625,0.8333333333333334,0.21212121212121213,0.21702721563154223,0.17638036809815952,0.11842105263157894,0.14305555555555555,0.19148936170212766,0.12106918238993711,0.5
59,0.7341772151898734,0.8,0.5,0.8333333333333334,0.12121212121212122,0.2916957431960921,0.17024539877300612,0.3131578947368421,0.24027777777777778,0.2127659574468085,0.21226415094339623,0.5
60,0.7468354430379747,0.4,0.375,0.8333333333333334,0.15151515151515152,0.10258199581297976,0.05828220858895705,0.06578947368421052,0.008333333333333333,0.19148936170212766,0.0,0.5
61,0.759493670886076,0.4,0.25,0.6666666666666666,0.3333333333333333,0.23726448011165388,0.1794478527607362,0.2631578947368421,0.2222222222222222,0.3829787234042553,0.2248427672955975,0.5
62,0.7721518987341772,0.8,0.375,0.6666666666666666,0.15151515151515152,0.13258897418004187,0.1411042944785276,0.1,0.10138888888888889,0.2127659574468085,0.08647798742138364,0.5
63,0.7848101265822784,0.4,0.25,0.6666666666666666,0.12121212121212122,0.19678995115143055,0.1058282208588957,0.24210526315789474,0.14444444444444443,0.19148936170212766,0.12264150943396226,0.0
64,0.7974683544303798,1.0,1.0,0.6666666666666666,0.36363636363636365,0.10537334263782275,0.09202453987730061,0.1763157894736842,0.09722222222222222,0.19148936170212766,0.08018867924528301,0.0
65,0.810126582278481,0.4,0.5,0.6666666666666666,0.21212121212121213,0.30704815073272856,0.2837423312883436,0.23684210526315788,0.30277777777777776,0.6382978723404256,0.360062893081761,0.5
66,0.8227848101265823,0.6,0.0,0.8333333333333334,0.2727272727272727,0.6217725052337753,0.32975460122699385,0.2710526315789474,0.3625,0.48936170212765956,0.38836477987421386,0.5
68,0.8481012658227848,0.4,0.5,0.6666666666666666,0.15151515151515152,0.0718771807397069,0.05061349693251534,0.06315789473684211,0.0,0.46808510638297873,0.007861635220125786,0.5
69,0.8607594936708861,0.4,0.375,0.8333333333333334,0.12121212121212122,0.19958129797627355,0.09969325153374232,0.09473684210526316,0.06111111111111111,0.425531914893617,0.06761006289308176,0.5
70,0.8734177215189873,0.8,0.625,0.8333333333333334,0.2727272727272727,0.06071179344033496,0.1411042944785276,0.13157894736842105,0.11805555555555555,0.0851063829787234,0.08647798742138364,0.5
71,0.8860759493670886,0.2,0.625,0.6666666666666666,0.15151515151515152,0.0,0.13496932515337423,0.09210526315789473,0.09166666666666666,0.02127659574468085,0.05817610062893082,1.0
72,0.8987341772151899,0.6,0.5,0.3333333333333333,0.36363636363636365,0.17236566643405443,0.19171779141104295,0.18421052631578946,0.19166666666666668,0.1702127659574468,0.1619496855345912,0.5
73,0.9113924050632911,1.0,0.75,0.6666666666666666,0.7575757575757576,0.8527564549895325,0.7254601226993865,0.5789473684210527,0.8833333333333333,0.44680851063829785,0.9166666666666666,0.5
74,0.9240506329113924,0.2,0.375,0.3333333333333333,0.15151515151515152,0.004884856943475227,0.3128834355828221,0.1736842105263158,0.29583333333333334,0.02127659574468085,0.22169811320754718,1.0
75,0.9367088607594937,0.2,0.0,0.3333333333333333,0.6363636363636364,0.33845080251221216,0.19938650306748465,0.35789473684210527,0.2902777777777778,0.3617021276595745,0.28773584905660377,0.5
77,0.9620253164556962,1.0,0.625,0.5,0.3333333333333333,0.0851360781577111,0.3374233128834356,0.4263157894736842,0.4513888888888889,0.723404255319149,0.5534591194968553,1.0
78,0.9746835443037974,1.0,0.5,0.16666666666666666,0.3333333333333333,0.22470341939986044,0.3343558282208589,0.1736842105263158,0.31527777777777777,0.6170212765957447,0.3694968553459119,0.0
79,0.9873417721518988,1.0,0.625,0.0,0.696969696969697,0.8946266573621773,0.5920245398773006,0.48947368421052634,0.7152777777777778,0.7446808510638298,0.8726415094339622,0.0
80,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.531751570132589,0.7055214723926381,0.44473684210526315,0.7944444444444444,0.8085106382978723,0.9984276729559748,1.0
