id,Syear,App,Har,Dba,Ifc,Source,Telonuse,Nlan,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,Duration,Size,Time,Effort
1,0.875,0.25,0.25,0.25,1.0,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.24,0.20612525808671714,0.875,0.406764525311157
2,1.0,0.25,0.25,0.25,1.0,1.0,0.0,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.02,0.028217481073640742,1.0,0.014622983758441703
3,0.625,0.0,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.08,0.07088781830695114,0.625,0.09750516269464754
5,0.375,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.16,0.11527873365450791,0.375,0.20321482391025283
6,0.875,0.25,0.5,0.25,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.16,0.10220233998623537,0.875,0.1251883685884914
7,0.25,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.75,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.46,0.055402615278733656,0.25,0.37601160908634257
8,0.125,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.4,0.1094287680660702,0.125,0.47675392085728635
9,0.25,0.25,0.75,0.5,1.0,0.0,0.0,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.38988300068823123,0.25,0.6316347602835296
10,0.25,0.0,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.18,0.04576737783895389,0.25,0.20745660545850308
11,0.625,0.25,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.34,0.23778389538885064,0.625,0.19908466819221968
12,0.75,0.5,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.06,0.02064693737095664,0.75,0.01769269408941229
13,0.625,0.5,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.12,0.0,0.625,0.0
14,0.75,0.0,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.3,0.06916724019270475,0.75,0.11062119774515823
15,0.875,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.14,0.11114934618031659,0.875,0.1933359379360384
16,0.25,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.18,0.056090846524432206,0.25,0.05229670145671708
19,0.0,0.5,0.5,0.25,1.0,1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.72,0.13282863041982107,0.0,0.8075570687056985
20,0.25,0.25,0.25,0.25,1.0,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.5,0.08396421197522368,0.25,0.5835798403750628
21,0.625,0.5,0.5,0.25,1.0,1.0,0.0,1.0,0.75,0.6666666666666666,0.0,0.3333333333333333,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,0.2,1.0,0.625,1.0
22,0.75,0.25,0.5,0.25,1.0,1.0,0.0,0.0,0.75,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.2,0.088093599449415,0.75,0.49037227214377405
23,0.5,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.0,0.3333333333333333,0.25,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.48,0.1049552649690296,0.5,0.3684210526315789
24,0.875,0.25,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.24,0.17859600825877495,0.875,0.5505385946307976
25,0.75,0.25,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.18,0.14418444597384722,0.75,0.252106937545348
27,0.875,0.5,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.0,0.07054370268410186,0.875,0.059608193335937934
28,0.75,0.75,0.5,0.25,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.12,0.05092911218169305,0.75,0.048389797399118153
29,0.875,0.0,0.25,0.25,1.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.16,0.047143840330350996,0.875,0.06485460735614221
30,0.375,0.5,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.3333333333333333,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.04,0.11665519614590503,0.375,0.06781269185689569
31,0.375,1.0,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.48,0.13145216792842396,0.375,0.13249986046771223
32,0.5,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.04,0.053682037164487266,0.5,0.021208907741251327
33,0.375,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.04,0.007914659325533379,0.375,0.03627839482056148
34,0.75,0.0,0.5,0.25,0.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.04,0.27253957329662765,0.75,0.14829491544343362
35,0.625,0.25,0.5,0.25,0.0,0.0,0.0,1.0,0.75,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.14,0.5505849965588437,0.625,0.525590221577273
36,0.75,0.25,0.5,0.25,0.0,0.0,0.0,1.0,0.75,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.08,0.33964211975223674,0.75,0.3469888932298934
37,0.0,0.5,0.25,0.25,1.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.36,0.1720578114246387,0.0,0.18234079365965283
38,0.75,0.5,0.5,0.25,1.0,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,0.54,0.6902959394356504,0.75,0.7488418820114975
39,0.375,1.0,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.44,0.08740536820371644,0.375,0.29045041022492607
40,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.6666666666666666,0.75,0.0,0.0,0.3333333333333333,0.75,1.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.36,0.38678596008258775,1.0,0.5088463470447061
41,0.75,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.25,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.06,0.07054370268410186,0.75,0.028855277111123515
42,0.875,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.2,0.06159669649002065,0.875,0.2787855109672378
43,0.875,0.25,0.25,0.25,1.0,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.04,0.003785271851342051,0.875,0.02662276050678127
44,0.75,0.0,0.25,0.25,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,0.04,0.08637302133516862,0.75,0.2620974493497795
45,0.5,0.5,0.25,0.25,1.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.22,0.12869924294562973,0.5,0.4204945024278618
46,0.625,0.25,1.0,0.25,1.0,0.0,0.0,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.1,0.3475567790777701,0.625,0.4535915610872356
47,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.1,0.005849965588437715,0.625,0.011888150918122453
48,0.375,0.5,0.5,0.25,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.44,0.11768754301445286,0.375,0.5826868337333259
49,0.625,0.25,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.75,0.6666666666666666,0.0,0.3333333333333333,0.75,0.6666666666666666,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.18,0.049896765313145214,0.625,0.06541273650722777
50,0.75,0.0,0.25,0.25,1.0,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.48,0.508602890571232,0.75,0.29848747000055814
51,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.18,0.18134893324156917,1.0,0.21616342021543786
52,0.25,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.18,0.15863730213351687,0.25,0.1683875648825138
53,0.375,1.0,0.25,0.25,1.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.16,0.1841018582243634,0.375,0.221800524641402
54,0.375,0.5,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.75,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.2,0.09187887130075706,0.375,0.45593570352179497
55,0.5,0.5,0.25,0.25,1.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,0.16,0.030970406056434963,0.5,0.15945749846514484
56,0.375,0.25,0.5,0.25,1.0,1.0,0.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.1,0.07192016517549897,0.375,0.07802645532176146
57,0.0,0.25,0.25,0.25,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.52,0.129043358568479,0.0,0.7320980074789306
58,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.32,0.15381968341362698,0.75,0.364011832338003
59,0.625,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,0.24,0.19752236751548521,0.625,0.3478818998716303
60,0.875,0.0,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,0.16,0.053682037164487266,0.875,0.22531673829324106
61,0.625,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,0.22,0.19545767377838955,0.625,0.38332310096556343
